id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed
3864,1543,Visa,Credit,4900671019998760.00,2/20/2026,304,YES,1,"$29,800 ",7/8/2026,2011
424,147,Discover,Credit,6837183865208670.00,1/20/2026,482,YES,1,"$19,100 ",1/20/2026,2020
3013,147,Visa,Debit,4633730568874380.00,7/9/2026,565,NO,2,"$2,819 ",5/9/2026,2009
772,147,Visa,Credit,4341971374222430.00,1/20/2026,255,YES,1,"$12,100 ",1/20/2026,2020
2634,147,Mastercard,Credit,5890900416850840.00,8/21/2026,152,YES,1,"$18,000 ",4/10/2026,2010
1109,1941,Mastercard,Credit,5931316682508140.00,11/19/2026,164,YES,2,"$8,700 ",2/7/2026,2007
2940,1941,Visa,Debit (Prepaid),4704135426810720.00,2/20/2026,251,YES,2,$30 ,5/7/2026,2008
2030,1941,Mastercard,Debit,5183385831950700.00,8/13/2026,886,YES,2,"$22,248 ",3/2/2026,2015
2031,901,Mastercard,Debit (Prepaid),5050054589241380.00,9/7/2026,783,YES,1,$69 ,3/2/2026,2012
3729,901,Discover,Credit,6630783814792740.00,8/24/2026,24,YES,1,"$9,600 ",7/5/2026,2012
4152,901,Mastercard,Debit,5956465531203720.00,2/22/2026,270,YES,2,"$4,319 ",8/5/2026,2011
773,191,Visa,Debit,4563795747354610.00,1/20/2026,922,YES,1,"$24,079 ",1/20/2026,2020
477,12,Mastercard,Debit,5108476679203450.00,2/20/2026,101,YES,2,"$10,058 ",1/20/2026,2020
2782,1828,Visa,Debit,4054167228117850.00,7/23/2026,695,YES,2,$974 ,4/18/2026,2018
3090,1828,Mastercard,Debit,5513112349725580.00,7/20/2026,255,YES,2,"$1,212 ",5/11/2026,2011
2783,29,Visa,Credit,4794836039067040.00,2/21/2026,764,YES,1,"$2,700 ",4/18/2026,2018
3045,29,Mastercard,Debit,5345212200076220.00,8/22/2026,387,YES,1,"$16,113 ",5/10/2026,2010
4477,181,Amex,Credit,383087654646315.00,12/19/2026,884,YES,2,"$13,700 ",8/19/2026,2019
1061,995,Visa,Debit,4754798174315610.00,3/24/2026,932,NO,2,"$19,097 ",2/5/2026,2010
1505,1218,Mastercard,Debit,5358649877200800.00,2/20/2026,384,YES,1,"$12,874 ",2/20/2026,2020
3302,186,Visa,Credit,4219906676806330.00,9/15/2026,998,YES,2,"$8,900 ",6/5/2026,2011
4490,171,Mastercard,Debit (Prepaid),5648056200144950.00,12/24/2026,793,YES,2,$46 ,9/1/1996,2007
3704,171,Visa,Debit,4992498548379230.00,10/15/2026,867,YES,2,"$13,116 ",7/3/2026,2012
1239,171,Visa,Debit,4548390986370910.00,10/21/2026,555,YES,2,"$21,022 ",2/10/2026,2011
774,1401,Visa,Credit,4495570113367070.00,1/21/2026,844,NO,1,"$13,200 ",1/20/2026,2020
1506,1401,Mastercard,Debit,5949620157170510.00,2/20/2026,513,YES,1,"$12,569 ",2/20/2026,2020
2911,1314,Visa,Credit,4459121196885640.00,8/10/2026,455,YES,2,"$10,100 ",5/6/2026,2010
1081,1314,Mastercard,Debit,5287025690873730.00,9/12/2026,649,YES,2,"$15,714 ",2/6/2026,2006
2359,1314,Visa,Credit,4333294773814550.00,8/17/2026,973,YES,1,"$15,000 ",3/16/2026,2016
1140,1314,Mastercard,Debit,5283924863850620.00,3/22/2026,447,NO,2,"$14,664 ",2/8/2026,2010
3162,1314,Mastercard,Debit,5946312773938300.00,10/15/2026,291,YES,1,"$12,605 ",5/15/2026,2015
5455,1560,Mastercard,Credit,5544000819929570.00,10/23/2026,107,YES,2,$500 ,11/6/2026,2011
2767,1560,Mastercard,Debit,5489055781970210.00,6/21/2026,833,YES,1,"$15,492 ",4/17/2026,2017
2528,1560,Mastercard,Credit,5228090830138310.00,11/20/2026,545,YES,2,"$12,800 ",4/7/2026,2010
1507,1560,Mastercard,Credit,5308155941746070.00,2/23/2026,627,YES,2,"$3,300 ",2/20/2026,2020
5769,1560,Discover,Credit,6426640903869180.00,8/20/2026,662,YES,1,"$15,500 ",12/1/2026,2008
2501,1560,Amex,Credit,363302965648730.00,6/22/2026,838,YES,2,"$4,100 ",4/6/2026,2010
2635,613,Mastercard,Debit,5946607095736670.00,2/20/2026,861,YES,2,"$18,764 ",4/10/2026,2014
775,613,Visa,Debit,4168053621668610.00,7/22/2026,790,YES,2,"$33,302 ",1/20/2026,2020
3799,613,Amex,Credit,312433752932924.00,7/24/2026,697,YES,1,"$12,600 ",7/7/2026,2011
1191,613,Visa,Debit,4102523265404420.00,7/23/2026,669,YES,1,"$28,320 ",2/9/2026,2009
2176,346,Mastercard,Debit,5594299457198900.00,10/23/2026,782,YES,2,"$2,883 ",3/8/2026,2015
2440,346,Mastercard,Debit,5100015130200650.00,5/23/2026,189,YES,2,"$28,886 ",4/3/2026,2011
192,346,Discover,Credit,6690095408585360.00,11/22/2026,162,YES,1,"$14,400 ",1/9/2026,2009
3379,346,Mastercard,Debit (Prepaid),5511433440463500.00,12/23/2026,463,NO,2,$86 ,6/8/2026,2010
5927,346,Mastercard,Credit,5117389461118600.00,2/24/2026,711,NO,1,"$11,800 ",12/8/2026,2008
4115,346,Mastercard,Credit,5279878979919010.00,2/21/2026,249,YES,2,"$18,900 ",8/3/2026,2007
2778,346,Mastercard,Debit,5447315840545670.00,6/20/2026,843,YES,1,"$37,318 ",4/18/2026,2018
5256,812,Discover,Credit,6107025095995910.00,1/20/2026,870,YES,1,"$2,400 ",10/12/2026,2012
4862,13,Visa,Credit,4846797588329540.00,5/19/2026,143,NO,2,"$3,500 ",9/13/2026,2013
2109,13,Mastercard,Credit,5506489220180450.00,12/22/2026,413,YES,1,"$10,400 ",3/6/2026,2015
2941,13,Visa,Debit,4066959047815430.00,8/20/2026,283,YES,1,"$10,629 ",5/7/2026,2008
4270,13,Visa,Debit (Prepaid),4191204010061930.00,11/23/2026,495,YES,2,$64 ,8/8/2026,2012
4165,602,Visa,Debit,4789489264488970.00,7/24/2026,994,YES,1,"$13,361 ",8/5/2026,2010
6084,602,Mastercard,Debit,5931695374662430.00,5/21/2026,894,YES,1,"$24,739 ",12/13/2026,2013
5979,602,Visa,Debit,4355941830927570.00,8/22/2026,502,YES,2,"$12,978 ",12/9/2026,2009
3982,602,Visa,Credit,4509798381757680.00,11/21/2026,529,YES,1,"$9,500 ",7/11/2026,2016
346,657,Mastercard,Debit,5507324126094420.00,2/21/2026,373,YES,1,"$15,331 ",1/15/2026,2015
2420,657,Visa,Debit,4368582518967050.00,10/10/2026,578,YES,1,"$16,725 ",4/1/2026,2008
4013,657,Visa,Debit,4634300017755180.00,4/14/2026,37,YES,1,"$22,861 ",7/13/2026,2013
4662,657,Mastercard,Debit,5220530694931900.00,5/24/2026,201,YES,1,"$24,186 ",9/8/2026,2008
155,909,Mastercard,Debit (Prepaid),5237569453908010.00,3/24/2026,599,YES,2,$21 ,1/8/2026,2013
3719,909,Visa,Debit,4275115874708960.00,9/23/2026,740,YES,2,"$32,075 ",7/4/2026,2010
4663,909,Mastercard,Debit,5275728896235460.00,5/20/2026,479,YES,2,"$3,934 ",9/8/2026,2015
5232,909,Mastercard,Debit,5829712075231650.00,6/22/2026,538,YES,1,"$5,204 ",10/11/2026,2013
2583,909,Visa,Debit,4276711504175400.00,4/23/2026,793,YES,2,"$11,239 ",4/8/2026,2010
1508,183,Mastercard,Credit,5445140227910180.00,2/20/2026,611,YES,1,"$11,200 ",2/20/2026,2020
1797,183,Visa,Debit,4215026986628620.00,6/22/2026,544,YES,2,"$10,430 ",2/20/2026,2020
1798,183,Visa,Credit,4194820728333900.00,12/21/2026,521,YES,1,"$9,400 ",2/20/2026,2020
478,1792,Mastercard,Debit,5988371080858830.00,1/22/2026,648,NO,2,"$18,296 ",1/20/2026,2020
1440,1792,Discover,Credit,6347540441639610.00,3/24/2026,277,YES,2,"$4,300 ",2/20/2026,2020
5744,1599,Visa,Credit,4215168783347290.00,2/22/2026,152,YES,2,"$7,500 ",11/19/2026,2019
776,1599,Visa,Debit,4435064478746630.00,9/21/2026,229,YES,1,"$22,811 ",1/20/2026,2020
777,1599,Visa,Debit,4150139913418040.00,5/22/2026,502,YES,1,"$9,865 ",1/20/2026,2020
44,1267,Visa,Debit,4194403279790050.00,8/24/2026,282,YES,2,"$27,584 ",1/3/2026,2008
4299,1267,Visa,Debit (Prepaid),4368130002871910.00,2/24/2026,624,YES,1,$50 ,8/9/2026,2009
3926,1267,Mastercard,Debit,5781287562576110.00,10/11/2026,834,YES,2,"$23,152 ",7/10/2026,2010
3802,1267,Mastercard,Debit,5835780437577400.00,1/22/2026,844,YES,2,"$11,108 ",7/7/2026,2015
1509,411,Mastercard,Debit,5350446523909330.00,5/23/2026,611,YES,1,"$37,192 ",2/20/2026,2020
4832,411,Mastercard,Debit (Prepaid),5533776724641360.00,10/17/2026,834,YES,2,$59 ,9/12/2026,2012
5021,350,Mastercard,Debit,5428371634860430.00,6/9/2026,574,YES,2,"$24,413 ",10/5/2026,2015
3709,350,Mastercard,Debit,5506289501829430.00,10/20/2026,366,YES,1,"$27,491 ",7/4/2026,2014
2865,350,Visa,Credit,4482149609303330.00,3/23/2026,969,YES,2,"$12,100 ",5/4/2026,2010
3623,350,Visa,Debit,4879859310850630.00,3/24/2026,878,YES,2,"$19,256 ",6/17/2026,2017
479,1323,Mastercard,Debit,5054119105173350.00,7/24/2026,774,YES,1,"$12,053 ",1/20/2026,2020
318,1323,Visa,Credit,4498891346944000.00,2/20/2026,734,YES,2,"$8,700 ",1/13/2026,2013
3993,1323,Mastercard,Debit,5376527370326170.00,9/23/2026,565,YES,1,"$19,267 ",7/12/2026,2012
2980,1323,Visa,Debit,4007252024868250.00,5/13/2026,524,YES,1,"$14,074 ",5/8/2026,2009
1799,934,Visa,Credit,4159426139130540.00,2/20/2026,640,YES,2,$0 ,2/20/2026,2020
1800,934,Visa,Credit,4920574801884070.00,11/21/2026,378,NO,1,"$12,300 ",2/20/2026,2020
480,934,Mastercard,Debit,5949121295863240.00,2/20/2026,399,NO,2,"$2,055 ",1/20/2026,2020
4389,421,Mastercard,Debit,5803489621102600.00,12/21/2026,503,YES,1,"$33,070 ",8/12/2026,2012
6101,421,Mastercard,Debit,5865665247394120.00,8/24/2026,626,YES,2,"$16,094 ",12/14/2026,2014
5560,421,Mastercard,Debit,5218949137846820.00,2/20/2026,497,YES,2,"$19,651 ",11/9/2026,2009
1510,421,Mastercard,Debit,5331334705575600.00,6/23/2026,453,YES,1,"$23,875 ",2/20/2026,2020
2177,421,Mastercard,Credit,5973458794875600.00,9/23/2026,685,YES,1,"$10,600 ",3/8/2026,2016
4153,421,Mastercard,Debit,5132479425505370.00,10/10/2026,625,YES,2,"$26,774 ",8/5/2026,2015
5075,421,Mastercard,Debit,5305360695397670.00,12/22/2026,307,NO,2,"$7,842 ",10/7/2026,2014
4080,223,Visa,Debit (Prepaid),4502772598432890.00,4/24/2026,928,YES,1,$55 ,7/19/2026,2019
2926,223,Mastercard,Credit,5573846518194120.00,9/14/2026,32,YES,1,"$12,600 ",5/7/2026,2012
2636,223,Mastercard,Debit,5287664021778790.00,6/12/2026,973,YES,2,"$16,647 ",4/10/2026,2012
5682,223,Amex,Credit,315285408349939.00,12/22/2026,695,YES,1,"$8,600 ",11/13/2026,2013
268,223,Mastercard,Credit,5682154590913950.00,11/12/2026,9,YES,3,"$15,900 ",1/11/2026,2011
2167,223,Amex,Credit,300717031458937.00,9/9/2026,194,YES,1,"$5,800 ",3/8/2026,2008
481,1402,Mastercard,Debit,5573456051575880.00,9/24/2026,515,YES,2,"$31,845 ",1/20/2026,2020
296,1402,Mastercard,Credit,5190611696772110.00,10/18/2026,920,YES,2,"$25,300 ",1/12/2026,2012
2299,1402,Mastercard,Debit,5690418496059240.00,7/22/2026,216,YES,1,"$35,299 ",3/12/2026,2012
482,1650,Mastercard,Debit,5799559141683850.00,1/20/2026,461,YES,2,"$7,488 ",1/20/2026,2020
483,1650,Mastercard,Credit,5656952388282680.00,7/21/2026,589,YES,2,"$10,200 ",1/20/2026,2020
1801,1650,Visa,Credit,4794716774405770.00,9/22/2026,468,NO,2,"$15,300 ",2/20/2026,2020
3657,354,Visa,Debit,4628936693780100.00,5/22/2026,450,YES,1,"$23,798 ",7/1/2000,2007
1168,354,Mastercard,Debit,5226253469892720.00,6/23/2026,896,YES,1,"$20,859 ",2/9/2026,2009
2924,354,Discover,Credit,6846703172802180.00,7/7/2026,994,YES,1,"$9,200 ",5/7/2026,2014
4518,354,Mastercard,Debit,5645109053545730.00,2/24/2026,508,YES,1,"$35,681 ",9/2/2026,2014
4902,354,Amex,Credit,397099721312783.00,8/23/2026,647,YES,1,"$9,000 ",9/17/2026,2017
3168,354,Visa,Debit,4298702562718330.00,1/21/2026,595,YES,1,"$15,206 ",5/15/2026,2015
4907,314,Mastercard,Credit,5408809633056340.00,10/20/2026,504,YES,2,"$19,800 ",9/17/2026,2017
1511,1457,Mastercard,Credit,5017560063090850.00,2/24/2026,331,NO,2,"$5,400 ",2/20/2026,2020
1512,1457,Mastercard,Debit,5582785061995750.00,1/22/2026,82,YES,1,"$15,834 ",2/20/2026,2020
484,1457,Mastercard,Debit,5478474703672390.00,5/20/2026,881,YES,1,"$15,688 ",1/20/2026,2020
1513,1457,Mastercard,Credit,5159912190298030.00,9/24/2026,479,YES,1,"$12,200 ",2/20/2026,2020
5519,1613,Mastercard,Credit,5720952964572780.00,11/20/2026,145,YES,1,"$12,500 ",11/8/2026,2010
4549,1613,Mastercard,Debit,5431233824162770.00,4/22/2026,976,YES,1,"$5,796 ",9/4/2026,2011
4538,1613,Visa,Debit (Prepaid),4590514334794620.00,6/22/2026,270,YES,2,$109 ,9/3/2026,2009
1802,1613,Visa,Debit,4489235577455870.00,7/20/2026,557,YES,2,"$15,747 ",2/20/2026,2020
485,945,Mastercard,Credit,5584035369803220.00,4/21/2026,410,YES,1,"$11,900 ",1/20/2026,2020
1397,945,Amex,Credit,383902088570937.00,7/23/2026,353,YES,2,"$12,700 ",2/20/2026,2020
3983,586,Visa,Credit,4095430974536550.00,3/21/2026,614,YES,2,"$20,300 ",7/11/2026,2011
1514,586,Mastercard,Debit (Prepaid),5447113003265840.00,11/21/2026,762,YES,1,$75 ,2/20/2026,2020
1515,586,Mastercard,Debit,5161769445279590.00,3/22/2026,746,NO,1,"$15,163 ",2/20/2026,2020
3124,586,Visa,Debit,4957920148379710.00,11/22/2026,577,YES,1,"$30,952 ",5/12/2026,2012
5928,119,Mastercard,Debit,5736601123142270.00,1/22/2026,145,YES,2,"$13,177 ",12/8/2026,2014
5980,119,Visa,Credit,4282551690422600.00,3/19/2026,688,YES,1,"$2,500 ",12/9/2026,2009
379,119,Mastercard,Debit,5138208680850050.00,9/20/2026,400,NO,2,"$20,819 ",1/19/2026,2019
3014,1312,Visa,Debit,4834799974606450.00,8/23/2026,389,YES,1,"$10,599 ",5/9/2026,2010
1156,1529,Visa,Debit,4294047917295710.00,5/23/2026,325,YES,2,"$38,171 ",2/8/2026,2011
3927,1529,Mastercard,Debit,5179211547158070.00,12/20/2026,46,YES,1,"$61,324 ",7/10/2026,2011
4985,1529,Mastercard,Debit,5214969175447510.00,4/16/2026,439,YES,1,"$31,362 ",10/3/2026,2010
1803,326,Visa,Debit,4356308555060320.00,12/21/2026,452,YES,2,"$15,569 ",2/20/2026,2020
2326,1596,Mastercard,Debit,5589671096121830.00,10/16/2026,536,YES,1,"$16,398 ",3/14/2026,2014
21,1596,Visa,Credit,4262822146225760.00,6/12/2026,826,YES,1,"$6,600 ",1/1/2026,2010
995,1596,Mastercard,Credit,5125930425033870.00,10/22/2026,60,YES,2,"$6,600 ",2/2/2026,2007
2637,1596,Mastercard,Debit (Prepaid),5871381416815400.00,7/21/2026,254,YES,1,$59 ,4/10/2026,2010
2958,714,Mastercard,Debit (Prepaid),5082951387967570.00,7/22/2026,776,YES,1,$42 ,5/8/2026,2014
2616,714,Visa,Debit (Prepaid),4636082679216720.00,11/22/2026,931,YES,2,$119 ,4/9/2026,2009
3720,887,Visa,Debit,4764601855343040.00,11/6/2026,823,YES,2,"$24,250 ",7/4/2026,2010
1024,887,Visa,Credit,4116906909940120.00,4/24/2026,22,YES,1,"$12,400 ",2/3/2026,2013
4875,887,Visa,Credit,4779198537003940.00,11/22/2026,322,YES,2,"$6,500 ",9/14/2026,2014
5997,887,Mastercard,Credit,5925601743609250.00,7/20/2026,209,YES,1,"$13,900 ",12/10/2026,2010
4006,1425,Mastercard,Debit (Prepaid),5686159789271660.00,11/15/2026,950,YES,2,$100 ,7/13/2026,2013
1141,1425,Mastercard,Credit,5264643141041080.00,3/22/2026,743,YES,1,"$8,000 ",2/8/2026,2010
2600,1425,Mastercard,Debit (Prepaid),5241188157660830.00,11/18/2026,876,YES,2,$49 ,4/9/2026,2009
2851,1425,Discover,Credit,6774837644015380.00,8/20/2026,620,YES,2,"$2,900 ",5/4/2026,2011
3835,1425,Discover,Credit,6898662101270190.00,1/16/2026,21,YES,1,"$10,400 ",7/8/2026,2014
1015,1425,Mastercard,Debit (Prepaid),5119018228047320.00,5/23/2026,793,YES,2,$37 ,2/3/2026,2016
5929,1425,Mastercard,Debit,5751745002272720.00,12/23/2026,323,NO,2,"$13,606 ",12/8/2026,2016
5386,1425,Mastercard,Debit,5807898028441890.00,3/24/2026,591,YES,2,"$13,347 ",11/3/2026,2007
1047,1645,Mastercard,Debit (Prepaid),5888115186452350.00,12/23/2026,444,NO,1,$54 ,2/5/2026,2007
5878,1645,Mastercard,Debit,5115977842680830.00,11/24/2026,328,NO,2,"$23,402 ",12/7/2026,2011
778,1645,Visa,Debit,4756811014064550.00,5/20/2026,369,NO,2,"$30,393 ",1/20/2026,2020
2213,1863,Mastercard,Debit,5129325410635430.00,1/22/2026,128,YES,2,"$1,298 ",3/9/2026,2012
5855,1576,Mastercard,Debit (Prepaid),5253525523982490.00,11/24/2026,565,YES,1,$101 ,12/6/2026,2010
5821,1576,Visa,Debit (Prepaid),4585785809501370.00,9/20/2026,821,YES,1,$70 ,12/4/2026,2007
486,1576,Mastercard,Debit,5408716058769160.00,7/22/2026,404,YES,3,"$15,163 ",1/20/2026,2020
2480,1576,Mastercard,Debit (Prepaid),5607503519034020.00,1/22/2026,70,YES,1,$107 ,4/5/2026,2011
5169,1576,Visa,Debit,4881313929814340.00,10/9/2026,863,YES,2,"$21,107 ",10/9/2026,2009
5248,1576,Visa,Debit,4736934707075230.00,3/23/2026,978,YES,1,"$15,807 ",10/11/2026,2011
380,1576,Mastercard,Debit,5113633089121120.00,8/24/2026,601,YES,2,"$18,689 ",1/19/2026,2019
2441,1576,Mastercard,Debit,5753824282810830.00,1/18/2026,985,YES,2,"$15,839 ",4/3/2026,2010
2658,1268,Visa,Credit,4636984888214440.00,4/18/2026,380,YES,2,"$5,900 ",4/10/2026,2010
4965,1268,Mastercard,Debit,5961047404971210.00,6/22/2026,89,NO,1,"$11,726 ",10/2/2026,2011
5520,1268,Mastercard,Debit,5437744884030860.00,2/22/2026,753,YES,1,"$13,537 ",11/8/2026,2009
1804,1268,Visa,Debit,4674089067309580.00,7/22/2026,713,YES,1,"$10,609 ",2/20/2026,2020
3820,1565,Visa,Credit,4691166269279940.00,6/21/2026,911,YES,2,"$2,000 ",7/7/2026,2007
3743,1842,Visa,Debit,4090165219603660.00,7/23/2026,593,YES,2,"$4,817 ",7/5/2026,2014
5426,1842,Mastercard,Credit,5693202604748580.00,7/24/2026,166,YES,2,"$1,300 ",11/5/2026,2011
1516,664,Mastercard,Debit,5283468482627170.00,12/23/2026,465,YES,1,"$1,684 ",2/20/2026,2020
1805,664,Visa,Credit,4411219685754970.00,9/24/2026,926,YES,2,"$2,000 ",2/20/2026,2020
4154,485,Mastercard,Credit,5980816578498370.00,4/22/2026,655,YES,1,"$13,200 ",8/5/2026,2009
1517,485,Mastercard,Debit,5832889444154320.00,11/21/2026,820,YES,2,"$11,641 ",2/20/2026,2020
1082,244,Mastercard,Credit,5304372689056150.00,2/24/2026,871,NO,2,"$7,100 ",2/6/2026,2011
5953,244,Amex,Credit,308555388799852.00,12/9/2026,606,YES,1,"$8,500 ",12/9/2026,2012
5521,145,Mastercard,Credit,5973231209388270.00,4/21/2026,257,YES,1,"$6,000 ",11/8/2026,2013
3575,145,Mastercard,Credit,5703815520417520.00,7/20/2026,263,YES,2,"$2,000 ",6/14/2026,2014
4058,145,Visa,Debit,4446819957867130.00,6/20/2026,232,YES,2,"$15,240 ",7/17/2026,2017
2110,866,Mastercard,Debit,5036617487964940.00,11/24/2026,765,YES,2,"$7,272 ",3/6/2026,2016
1806,866,Visa,Debit,4403825163350980.00,9/22/2026,451,YES,2,"$9,542 ",2/20/2026,2020
3337,866,Amex,Credit,399832211170214.00,11/24/2026,984,YES,1,"$4,500 ",6/7/2026,2007
4710,1424,Mastercard,Credit,5033949193863450.00,5/21/2026,76,YES,2,"$8,000 ",9/9/2026,2011
4876,1424,Visa,Debit (Prepaid),4035809761172500.00,8/21/2026,400,YES,1,$84 ,9/14/2026,2014
487,1424,Mastercard,Debit,5004994096233320.00,3/20/2026,489,NO,1,"$9,957 ",1/20/2026,2020
3046,1424,Mastercard,Credit,5474945486540300.00,6/15/2026,533,YES,2,"$8,300 ",5/10/2026,2015
5625,427,Visa,Debit,4360960084502820.00,12/10/2026,641,YES,1,"$11,739 ",11/10/2026,2011
269,427,Mastercard,Debit (Prepaid),5533615337478090.00,9/22/2026,743,YES,1,$79 ,1/11/2026,2011
4819,427,Visa,Debit,4123364464470590.00,11/24/2026,574,YES,1,"$11,093 ",9/11/2026,2011
5210,684,Visa,Debit,4623790856154790.00,8/22/2026,42,YES,2,"$20,447 ",10/10/2026,2016
3088,684,Discover,Credit,6219867119924880.00,11/22/2026,425,YES,2,"$8,800 ",5/11/2026,2011
2768,684,Mastercard,Debit,5762936498559210.00,4/23/2026,657,YES,1,"$13,946 ",4/17/2026,2017
6022,684,Visa,Debit,4941352079368760.00,7/20/2026,963,NO,2,"$25,529 ",12/10/2026,2010
4474,684,Visa,Debit (Prepaid),4537642289527030.00,12/22/2026,450,YES,1,$61 ,8/18/2026,2018
4908,684,Mastercard,Debit,5726295152230610.00,2/22/2026,912,YES,2,"$17,536 ",9/17/2026,2017
334,684,Visa,Debit,4439425587555210.00,3/15/2026,568,YES,2,"$20,770 ",1/14/2026,2014
488,1643,Mastercard,Debit (Prepaid),5169835962793020.00,2/20/2026,821,YES,2,$22 ,1/20/2026,2020
1337,1300,Mastercard,Debit,5280939323100570.00,7/23/2026,909,YES,1,"$10,691 ",2/14/2026,2014
2601,1300,Mastercard,Debit (Prepaid),5666642339206520.00,8/10/2026,996,YES,1,$75 ,4/9/2026,2009
156,1300,Mastercard,Credit,5042100576719650.00,7/22/2026,939,YES,1,"$4,900 ",1/8/2026,2011
5754,1300,Mastercard,Debit,5128552449628280.00,7/20/2026,95,YES,2,"$14,661 ",12/1/1997,2009
1518,283,Mastercard,Credit,5529511387485530.00,12/20/2026,568,YES,1,"$6,900 ",2/20/2026,2020
779,283,Visa,Credit,4069972993083770.00,1/22/2026,328,YES,2,"$5,400 ",1/20/2026,2020
1519,355,Mastercard,Debit,5676668792174420.00,7/24/2026,869,YES,2,"$2,725 ",2/20/2026,2020
1387,355,Discover,Credit,6525938932537500.00,2/20/2026,511,YES,2,"$19,600 ",2/19/2026,2019
3303,1669,Visa,Debit,4739603201770870.00,7/23/2026,48,YES,2,"$2,572 ",6/5/2026,2010
4359,1669,Mastercard,Credit,5445286323617900.00,12/22/2026,212,YES,2,"$5,000 ",8/11/2026,2011
2456,1669,Discover,Credit,6350687054576800.00,12/13/2026,840,YES,1,"$10,300 ",4/4/2026,2012
6097,1669,Amex,Credit,368765630381398.00,6/18/2026,731,YES,2,"$11,400 ",12/14/2026,2014
4664,937,Mastercard,Debit,5569049232811430.00,2/20/2026,598,YES,2,"$9,230 ",9/8/2026,2013
2055,845,Mastercard,Debit,5032880040092410.00,6/24/2026,626,YES,1,"$11,203 ",3/4/2026,2008
4599,845,Mastercard,Debit,5634291050750000.00,2/21/2026,759,YES,2,"$12,369 ",9/6/2026,2010
5943,845,Visa,Credit,4776334530519580.00,9/17/2026,925,YES,1,"$7,900 ",12/8/2026,2017
2855,845,Mastercard,Debit,5982817665927230.00,10/14/2026,390,YES,2,"$20,362 ",5/4/2026,2012
4491,845,Mastercard,Debit,5355473722620840.00,5/21/2026,63,YES,2,"$13,529 ",9/1/1996,2007
1204,1518,Discover,Credit,6183952528759940.00,12/22/2026,831,YES,2,"$16,800 ",2/10/2026,2015
6083,1518,Discover,Credit,6675475462886910.00,10/22/2026,64,YES,1,"$7,100 ",12/13/2026,2013
2584,1518,Visa,Credit,4444532245535170.00,11/20/2026,623,YES,1,"$9,600 ",4/8/2026,2008
2056,1591,Mastercard,Debit (Prepaid),5929148675838810.00,4/21/2026,955,YES,1,$113 ,3/4/2026,2008
489,1591,Mastercard,Debit,5596909204961650.00,4/20/2026,708,YES,1,"$16,818 ",1/20/2026,2020
2043,1591,Mastercard,Debit,5702444920277810.00,8/21/2026,137,YES,1,"$12,358 ",3/3/2026,2003
5919,1591,Amex,Credit,313237641072547.00,10/11/2026,951,YES,2,"$8,100 ",12/8/2026,2012
2847,1591,Visa,Credit,4654712521098390.00,3/20/2026,269,YES,2,"$9,800 ",5/3/2026,2008
3967,1591,Mastercard,Debit,5362951145456220.00,12/24/2026,818,YES,2,"$17,332 ",7/11/2026,2012
1520,1172,Mastercard,Credit,5496286717273450.00,11/21/2026,8,YES,2,"$6,000 ",2/20/2026,2020
4290,1629,Mastercard,Debit,5366247073382590.00,4/21/2026,515,YES,2,"$18,776 ",8/9/2026,2012
5249,675,Visa,Credit,4786002952683420.00,3/22/2026,965,YES,1,"$9,300 ",10/11/2026,2011
4454,675,Discover,Credit,6210885893076470.00,6/21/2026,895,YES,2,"$8,000 ",8/16/2026,2016
4020,675,Mastercard,Debit,5965800518603810.00,9/21/2026,609,NO,1,"$11,194 ",7/14/2026,2014
5261,675,Visa,Debit,4331686299440620.00,4/23/2026,525,YES,2,"$12,754 ",10/12/2026,2012
5250,675,Visa,Credit,4765714337874830.00,8/24/2026,983,YES,1,"$9,700 ",10/11/2026,2013
3116,577,Mastercard,Debit,5591077047400630.00,9/20/2026,615,YES,1,"$17,936 ",5/12/2026,2012
2627,577,Amex,Credit,313916461304111.00,1/21/2026,852,YES,1,"$8,500 ",4/10/2026,2011
302,854,Visa,Debit,4120824887309570.00,6/23/2026,110,YES,1,"$24,826 ",1/12/2026,2012
4121,1261,Visa,Debit,4637531059933420.00,3/20/2026,640,YES,1,"$27,091 ",8/3/2026,2018
3515,1227,Mastercard,Debit (Prepaid),5072595305260450.00,1/21/2026,519,YES,1,$67 ,6/11/2026,2011
122,1227,Amex,Credit,349565330549626.00,4/20/2026,178,NO,1,"$14,600 ",1/7/2026,2007
3545,1227,Mastercard,Credit,5923231174018250.00,11/21/2026,392,YES,2,"$13,500 ",6/12/2026,2012
2310,1227,Mastercard,Debit,5851845913045150.00,9/23/2026,71,YES,1,"$27,132 ",3/13/2026,2013
5602,840,Mastercard,Debit,5023863713584510.00,12/24/2026,457,YES,2,"$10,400 ",11/10/2026,2013
2083,840,Mastercard,Debit,5664895156333060.00,7/20/2026,500,YES,1,"$43,169 ",3/5/2026,2012
37,840,Mastercard,Debit,5486901761554150.00,10/23/2026,258,YES,2,"$5,269 ",1/3/2026,2016
2416,840,Mastercard,Debit,5820221852405540.00,12/24/2026,380,YES,2,"$48,370 ",4/1/2026,2011
3633,840,Visa,Credit,4115686759373550.00,11/19/2026,996,YES,2,"$17,100 ",6/18/2026,2018
